Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
883,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,11000,12000,12000,2024-08-30
884,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,11500,14000,14000,2025-03-17
885,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,11500,14000,14000,2025-09-21
886,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,11500,14000,14000,2025-03-26
887,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,11500,14000,14000,2025-03-29
888,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-04-01
889,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-04-04
890,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-04-05
891,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-04-09
892,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-09-14
893,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-02-15
894,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-03-18
895,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-02-23
896,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,12000,14000,14000,2025-03-31
897,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-03
898,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-05-05
899,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-04-06
900,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-06
901,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-04-07
902,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-04-08
903,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-11
904,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-13
905,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-02-14
906,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,14000,14000,2025-03-30
907,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-05-01
908,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-05-02
909,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-05-11
910,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-12
911,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-13
912,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-14
913,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-15
914,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-19
915,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-20
916,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-28
917,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13000,16000,16000,2025-04-29
918,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13500,16000,16000,2025-09-07
919,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13500,16000,16000,2025-08-17
920,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13500,16000,16000,2025-03-23
921,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13500,16000,16000,2025-03-24
922,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,13500,16000,16000,2025-09-28
923,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2025-02-07
924,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-12-19
925,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,14000,15000,15000,2024-12-20
926,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,14000,16000,16000,2025-03-25
927,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-03-02
928,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-10
929,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-11
930,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-16
931,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-03-20
932,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-01-23
933,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-24
934,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-01-24
935,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-25
936,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-26
937,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-27
938,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-03-27
939,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,16000,16000,2025-04-30
940,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-10-19
941,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-04-22
942,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,15500,18000,18000,2025-05-25
943,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,16000,17000,17000,2025-04-03
944,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,16000,17000,17000,2025-03-13
945,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,16000,18000,18000,2025-08-10
946,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,17000,18000,18000,2025-09-03
947,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-03-03
948,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,12000,15000,15000,2025-04-02
949,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-04-03
950,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-03-05
951,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-04-06
952,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-03-06
953,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-04-07
954,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-03-07
955,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-04-10
956,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-03-10
957,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-04-11
958,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-03-11
959,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-04-12
960,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-04-14
961,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-03-24
962,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,14000,17000,17000,2025-03-25
963,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-10-06
964,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-10-07
965,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-09-08
966,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-09-09
967,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-10-13
968,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-10-14
969,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-09-29
970,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,17000,17000,2025-09-30
971,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-04-01
972,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-03
973,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-04
974,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-12
975,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-19
976,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-20
977,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-23
978,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-26
979,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-27
980,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-30
981,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,15000,18000,18000,2025-03-31
982,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,17000,17000,2025-04-04
983,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,17000,17000,2025-04-08
984,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,17000,17000,2025-04-09
985,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,18000,18000,2025-09-02
986,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,18000,18000,2025-04-13
987,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-03-01
988,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-05-01
989,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-03-02
990,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-06
991,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-07
992,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-09
993,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-10
994,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-10
995,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-11
996,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-13
997,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-14
998,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-15
999,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-16
1000,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-03-17
1001,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-17
1002,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-17
1003,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-18
1004,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-19
1005,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-04-20
1006,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-04-21
1007,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-22
1008,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-08-23
1009,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-23
1010,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-04-24
1011,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-08-24
1012,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-10-24
1013,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-24
1014,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-08-25
1015,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-25
1016,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-26
1017,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-27
1018,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,20000,20000,2025-09-28
1019,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,21000,21000,2025-09-05
1020,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,21000,21000,2025-05-08
1021,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,21000,21000,2025-05-09
1022,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,21000,21000,2025-05-11
1023,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,21000,21000,2025-05-12
1024,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,21000,21000,2025-05-15
1025,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,16000,21000,21000,2025-05-25
1026,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,18000,18000,2025-04-15
1027,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,18000,18000,2025-03-21
1028,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,18000,18000,2025-03-29
1029,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-16
1030,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-17
1031,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-18
1032,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-19
1033,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-22
1034,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-24
1035,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-26
1036,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-29
1037,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,21000,21000,2025-05-30
1038,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-10-02
1039,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-10-03
1040,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-09-03
1041,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-09-04
1042,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-10-05
1043,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-08-11
1044,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-08-15
1045,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-08-16
1046,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-09-18
1047,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-09-19
1048,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-09-20
1049,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-09-21
1050,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-08-22
1051,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-06-22
1052,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-06-23
1053,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-04-25
1054,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-04-26
1055,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-08-26
1056,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-08-27
1057,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-04-28
1058,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,22000,22000,2025-06-30
1059,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,23000,23000,2025-05-05
1060,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,23000,23000,2025-07-13
1061,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,24000,24000,2025-08-18
1062,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,17000,24000,24000,2025-07-18
1063,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,20000,20000,2025-09-12
1064,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,20000,20000,2025-09-15
1065,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,20000,20000,2025-09-16
1066,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,20000,20000,2025-04-19
1067,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,20000,20000,2025-09-22
1068,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,20000,20000,2025-09-23
1069,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,22000,22000,2025-08-06
1070,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,22000,22000,2025-08-10
1071,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,22000,22000,2025-08-31
1072,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,23000,23000,2025-07-07
1073,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,23000,23000,2025-07-08
1074,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,23000,23000,2025-07-11
1075,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,23000,23000,2025-07-12
1076,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,18000,24000,24000,2025-10-12
1077,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-04-16
1078,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,20000,20000,2025-04-29
1079,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,23000,23000,2025-05-04
1080,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-08-01
1081,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-07-01
1082,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-01
1083,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-08-02
1084,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-02
1085,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-08-03
1086,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-08-04
1087,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-06
1088,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-07
1089,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-08
1090,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-10-08
1091,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-09
1092,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-11
1093,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-14
1094,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-15
1095,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-16
1096,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-08-17
1097,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-07-19
1098,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-20
1099,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-07-21
1100,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-21
1101,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-07-25
1102,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-07-27
1103,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-07-28
1104,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-06-28
1105,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,19000,24000,24000,2025-07-31
1106,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,21000,21000,2025-05-07
1107,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,22000,22000,2025-09-01
1108,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,22000,22000,2025-08-07
1109,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,22000,22000,2025-08-21
1110,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,22000,22000,2025-04-27
1111,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,22000,22000,2025-08-28
1112,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,22000,22000,2025-08-30
1113,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,23000,23000,2025-07-09
1114,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,23000,23000,2025-07-10
1115,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,24000,24000,2025-07-05
1116,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Lime,Lime,Local,20000,24000,24000,2025-05-31
